"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2007323756436521276","Mon Jan 05 09:04:32 +0000 2026","0","@Aceh Syop provokasi pemerintah sampai saat ini terus memberikan bantuan","2008102303518318651","","Aceh","in","","0","0","0","https://x.com/undefined/status/2008102303518318651","1794352600785285122",
"2008102263043006702","Mon Jan 05 09:04:22 +0000 2026","0","ANTARA - ANTARA - Menhan pimpin evaluasi satgas Kuala di Aceh Tamiang https://t.co/3ztLIepULO https://t.co/Jh8Gdapkrx","2008102263043006702","https://pbs.twimg.com/media/G942XfsagAA1H-p.jpg","","in","","0","0","0","https://x.com/undefined/status/2008102263043006702","18071520",
"2007323756436521276","Mon Jan 05 09:03:55 +0000 2026","1","@Aceh @Capitalisborju @martina19714 jgn sok tau deh itu murni bencana dari alam","2008102146705883162","","Aceh","in","","0","0","0","https://x.com/undefined/status/2008102146705883162","1843463949259550722",
"2007814273691517161","Mon Jan 05 09:03:49 +0000 2026","0","@3CareIndonesia Tapi Kartu Keluarga saya hilang kena banjir min di Aceh Tamiang","2008102122576056474","","3CareIndonesia","in","","0","1","0","https://x.com/undefined/status/2008102122576056474","546455107",
"2007323756436521276","Mon Jan 05 09:03:32 +0000 2026","0","@Aceh Kita perlu tetap bersatu ditengah bencana karena pemerintah pun tidak tutup mata tetap fokus menangani penanggulangan bencana. Semangat dan terima kasih untuk seluruh pihak yang sudah meluangkan waktu dan tenaganya","2008102052287988146","","Aceh","in","","0","1","0","https://x.com/undefined/status/2008102052287988146","1398472662981087235",
"2007323756436521276","Mon Jan 05 09:03:31 +0000 2026","0","@GustavoBri49659 @Aceh Kalau tidak mau berpikiran terbuka akan susah untuk melihat yang positifnya karena udah teracuni negatifnya aja","2008102047095325063","","GustavoBri49659","in","","0","0","0","https://x.com/undefined/status/2008102047095325063","1797907328651628544",
"2008230511203021171","Mon Jan 05 17:33:59 +0000 2026","7","⠀⠀⠀⠀⠀⠀⠀ . ₊˚ ‿︵‿୨୧ · · ୨୧‿︵‿ ˚₊ https://t.co/LPQlRsE1cw","2008230511203021171","https://pbs.twimg.com/media/G96q-VcXgAA79QW.jpg","","und","","0","7","7","https://x.com/undefined/status/2008230511203021171","1868250310814425088",
"2008207075290366413","Mon Jan 05 16:00:52 +0000 2026","0","เห้ย หนุ่มคนนี้ ","2008207075290366413","","","th","","0","0","0","https://x.com/undefined/status/2008207075290366413","1707649364599214080",
"2008103563634037172","Mon Jan 05 09:09:32 +0000 2026","0","GW https://t.co/9qeoPej3r9","2008103563634037172","https://pbs.twimg.com/media/G943iB0aIAAcNg_.jpg","","und","","0","11","0","https://x.com/undefined/status/2008103563634037172","1981922101201342464",
"2007323756436521276","Mon Jan 05 09:03:27 +0000 2026","0","@Aceh Wah sesat pikir kalo kayak gitu bos. Bencana ngga terprediksi tapi mitigasi terus dilakuin","2008102028611088764","","Aceh","in","","0","0","0","https://x.com/undefined/status/2008102028611088764","1358635892387180544",
"2008101921710882926","Mon Jan 05 09:03:01 +0000 2026","0","Pemerintah Hadir memastikan masyarakat Aceh dan Sumatra tidak menghadapi bencana sendirian. https://t.co/8u7IrcCMKo","2008101921710882926","https://pbs.twimg.com/media/G942CDDbYAA4Cvb.jpg","","in","","0","0","0","https://x.com/undefined/status/2008101921710882926","1976658418573467649",
"2008101901200707695","Mon Jan 05 09:02:56 +0000 2026","1","Pemerintah berkomitmen terus membangun dan memulihkan pascabencana di Sumatera dan Aceh Aceh dan Sumatera bangkit. #BersamaPulihkanSumutAceh https://t.co/sWQsXIJxyj","2008101901200707695","https://pbs.twimg.com/ext_tw_video_thumb/2008101872843010048/pu/img/weXHxw9JaRizO79d.jpg","","in","","0","0","0","https://x.com/undefined/status/2008101901200707695","488366598",
"2007323756436521276","Mon Jan 05 09:02:53 +0000 2026","0","@daviddhikrory @Aceh @Sunarti25231614 udah jelas2 itu murni bencana dari alam gk ada sangkut pautnya dgn para pejabat","2008101887791497648","","daviddhikrory","in","","0","0","0","https://x.com/undefined/status/2008101887791497648","1843463949259550722",
"2008101854857851228","Mon Jan 05 09:02:45 +0000 2026","0","Pemerintah Sigap untuk Aceh Sumatra bergerak cepat demi keselamatan kebutuhan dasar dan pemulihan wilayah. https://t.co/Xv3L1uuiFh","2008101854857851228","https://pbs.twimg.com/amplify_video_thumb/2008101747794104320/img/x6PDjJBZgF2i_CYJ.jpg","","in","","0","0","0","https://x.com/undefined/status/2008101854857851228","1976658418573467649",
"2007303087996997780","Mon Jan 05 09:02:27 +0000 2026","0","@LexMarteg Semoga rakyat aceh segera membaikk dan tidak ada oknum yang mengambil keuntungan dari peristiwa ini","2008101779507229059","","LexMarteg","in","","0","0","0","https://x.com/undefined/status/2008101779507229059","1400446285195341831",
"2008101723995619543","Mon Jan 05 09:02:14 +0000 2026","0","Aceh Sumatra Pulih dengan kerja nyata koordinasi yang kuat dan dukungan penuh dari negara. https://t.co/6Nwvu5Ti2x","2008101723995619543","https://pbs.twimg.com/media/G9412TNa8AAugOD.jpg","","in","","0","0","0","https://x.com/undefined/status/2008101723995619543","1976658418573467649",
"2007323756436521276","Mon Jan 05 09:02:12 +0000 2026","0","@Aceh mari kita bersama sama fokus ke pemulihan dan penanganan pasca bencana. mari kita bersatu padu mempercepat yang sudah dilakukan","2008101715510501747","","Aceh","in","","0","0","0","https://x.com/undefined/status/2008101715510501747","1919246158951854080",
"2007323756436521276","Mon Jan 05 09:01:53 +0000 2026","0","@Aceh menyala abangkoe","2008101634975645857","","Aceh","in","","0","0","0","https://x.com/undefined/status/2008101634975645857","1906917116873424896",
"2008101611336572994","Mon Jan 05 09:01:47 +0000 2026","0","Kantor Imigrasi Banda Aceh mengikuti apel pegawai awal tahun 2026 Kementerian Imigrasi dan Pemasyarakatan pada hari Senin 05 Januari 2026. https://t.co/s14eHY32QM","2008101611336572994","https://pbs.twimg.com/media/G941v25aMAAJTGU.jpg","","in","","0","0","0","https://x.com/undefined/status/2008101611336572994","968771795946946560",
"2007323756436521276","Mon Jan 05 09:01:39 +0000 2026","0","@Aceh sehat - sehat semua ya untuk keutuhan nkri","2008101579401150663","","Aceh","in","","0","0","0","https://x.com/undefined/status/2008101579401150663","1906917116873424896",
"2007323756436521276","Mon Jan 05 09:01:34 +0000 2026","0","@Abaniisroil @Aceh jangan saling menyalahkan dikondisi seperti ini mending fokus bantu ataupun berdoa untuk pemulihan","2008101556844220639","","Abaniisroil","in","","0","0","0","https://x.com/undefined/status/2008101556844220639","1831492714212552705",
"2007323756436521276","Mon Jan 05 09:01:31 +0000 2026","0","@burbirgendoet @Aceh Sangat setuju harusnya dengan bencana ini kita saling introspeksi bukan malah saling mencaci apalagi memprovokasi","2008101544047292813","","burbirgendoet","in","","0","0","0","https://x.com/undefined/status/2008101544047292813","1797906305992257536",
"2007303087996997780","Mon Jan 05 09:01:18 +0000 2026","0","@LexMarteg biaya segitu wajar sih pasti kualitasnya emang buat darurat dan speknya jg pasti tinggi. satu lagi itu sumur dibuat dilokasi yg lagi berantakan pasti ada biaya mobilisasi diangka itu doakan yg trbaik buat Aceh Sumatra 🇮🇩","2008101490603475324","","LexMarteg","in","","0","0","0","https://x.com/undefined/status/2008101490603475324","1276806905269071872",
"2007323756436521276","Mon Jan 05 09:01:13 +0000 2026","0","@Aceh Wajar kalau kecewa tapi jangan sampai menutup mata bahwa pemerintah juga sedang berupaya hadir membantu masyarakat.","2008101469485244735","","Aceh","in","","0","0","0","https://x.com/undefined/status/2008101469485244735","2406280609",
"2008101430171926788","Mon Jan 05 09:01:04 +0000 2026","0","Aceh Sumatra Bangkit lewat gotong royong semua pihak dari warga relawan hingga aparat negara. https://t.co/h9Qrj1vqyH","2008101430171926788","https://pbs.twimg.com/amplify_video_thumb/2008101332461457408/img/c5rpiZfBNso9GHvM.jpg","","in","","0","0","0","https://x.com/undefined/status/2008101430171926788","1976658418573467649",
"2008230511203021171","Mon Jan 05 17:33:59 +0000 2026","7","⠀⠀⠀⠀⠀⠀⠀ . ₊˚ ‿︵‿୨୧ · · ୨୧‿︵‿ ˚₊ https://t.co/LPQlRsE1cw","2008230511203021171","https://pbs.twimg.com/media/G96q-VcXgAA79QW.jpg","","und","","0","7","7","https://x.com/undefined/status/2008230511203021171","1868250310814425088",
"2008207075290366413","Mon Jan 05 16:00:52 +0000 2026","0","เห้ย หนุ่มคนนี้ ","2008207075290366413","","","th","","0","0","0","https://x.com/undefined/status/2008207075290366413","1707649364599214080",
"2008103563634037172","Mon Jan 05 09:09:32 +0000 2026","0","GW https://t.co/9qeoPej3r9","2008103563634037172","https://pbs.twimg.com/media/G943iB0aIAAcNg_.jpg","","und","","0","11","0","https://x.com/undefined/status/2008103563634037172","1981922101201342464",
